1.0487 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
14.6925 	INFO 	---START PARAMETERS---
14.6925 	INFO 	filename: SampleExperiment_d1-2-9-Nov_18_1747
14.6925 	INFO 	subject: 2
14.6926 	INFO 	session: 9
14.6926 	INFO 	date: Nov_18_1747
14.6926 	INFO 	ISI: 1.75
14.6926 	INFO 	baudeRate: 115200
14.6926 	INFO 	blankMessage: bytearray(b'\x14')
14.6926 	INFO 	choices: [1, 2, 3]
14.6927 	INFO 	deviceName: /dev/cu.usbserial-DN2Q03JQ
14.6927 	INFO 	fixCrossPos: [0, 0]
14.6927 	INFO 	fixCrossSize: 0.1
14.6927 	INFO 	fullScreen: True
14.6927 	INFO 	imageDir_neutral: Faces/neutral/
14.6927 	INFO 	imageDir_social: Faces/social/
14.6927 	INFO 	imageDir_threat: Faces/threat/
14.6927 	INFO 	imageSize: [0.8, 0.8]
14.6927 	INFO 	imageSubstring: nontarget
14.6928 	INFO 	imageSuffix: .png
14.6928 	INFO 	nTrials: 34
14.6928 	INFO 	nontargetMessage: bytearray(b'(')
14.6928 	INFO 	pTarget: 0.2
14.6928 	INFO 	postFixMessage: bytearray(b'\n')
14.6928 	INFO 	postStimDur: 1.0
14.6928 	INFO 	preFixMessage: bytearray(b'\x01')
14.6934 	INFO 	preStimDur: [0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9]
14.6934 	INFO 	promptDir: Text/
14.6934 	INFO 	promptFile_neutral: NeutralPrompts.csv
14.6934 	INFO 	promptFile_social: SocialPrompts.csv
14.6934 	INFO 	promptFile_threat: ThreatPrompts.csv
14.6934 	INFO 	promptImageSize: [1.2, 0.3]
14.6934 	INFO 	respAdvances: True
14.6935 	INFO 	respKeys: ['r', 'b', 'y', 'g']
14.6935 	INFO 	screenColor: (128, 128, 128)
14.6935 	INFO 	screenToShow: 0
14.6935 	INFO 	skipPrompts: False
14.6935 	INFO 	stimDur: 0.5
14.6935 	INFO 	tStartup: 1
14.6935 	INFO 	targetMessage: bytearray(b'\x1e')
14.6935 	INFO 	triggerKey: t
14.6935 	INFO 	---END PARAMETERS---
15.1201 	INFO 	Loaded monitor calibration from ['2021_06_28 14:15']
15.1229 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1920, 1080]. Using actual size
15.8162 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([128, 128, 128]), colorSpace='rgb255', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8f4fe6fc50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8f4ce8cb00>, multiSample=False, name='win', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.8163 	EXP 	win: mouseVisible = True
15.8186 	EXP 	Created fixCross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=False, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=UNKNOWN, interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=UNKNOWN, lineWidth=3.0, name='fixCross', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
15.8188 	WARNING 	TextStim.alignHoriz is deprecated. Use alignText and anchorHoriz attributes instead
15.8422 	EXP 	Created topMsg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='topMsg', opacity=1.0, ori=0.0, pos=array([0. , 0.5]), rgb=UNKNOWN, text='aaa', units='norm', win=Window(...), wrapWidth=1.5)
15.8423 	WARNING 	TextStim.alignHoriz is deprecated. Use alignText and anchorHoriz attributes instead
